original_name,detected_extension_report,detected_extension_real,matched_reference,normalized_reference,match_method,match_score,image_key,source_file,renamed_file,csv_path
2813.jpg,.jpg,.jpg,2813,2813,exact-normalise,100,2813,meubles\2813.jpg,2813-001.jpg,backend/uploads/products/2813-001.jpg
2814.jpg,.jpg,.jpg,2814,2814,exact-normalise,100,2814,meubles\2814.jpg,2814-001.jpg,backend/uploads/products/2814-001.jpg
2815.jpg,.jpg,.jpg,2815,2815,exact-normalise,100,2815,meubles\2815.jpg,2815-001.jpg,backend/uploads/products/2815-001.jpg
2816.jpg,.jpg,.jpg,2816,2816,exact-normalise,100,2816,meubles\2816.jpg,2816-001.jpg,backend/uploads/products/2816-001.jpg
2817_3-1-2-3.  #1,.png,.png,2817/3-1-2-3,28173123,exact-normalise,100,28173123,meubles\2817_3-1-2-3.  #1,2817-3-1-2-3-001.png,backend/uploads/products/2817-3-1-2-3-001.png
2817_3-1-2-3.  #2,.png,.png,2817/3-1-2-3,28173123,exact-normalise,100,28173123,meubles\2817_3-1-2-3.  #2,2817-3-1-2-3-002.png,backend/uploads/products/2817-3-1-2-3-002.png
2817_3-1-2-3.  #3,.png,.png,2817/3-1-2-3,28173123,exact-normalise,100,28173123,meubles\2817_3-1-2-3.  #3,2817-3-1-2-3-003.png,backend/uploads/products/2817-3-1-2-3-003.png
2817_3-1-2-3.  #4,.png,.png,2817/3-1-2-3,28173123,exact-normalise,100,28173123,meubles\2817_3-1-2-3.  #4,2817-3-1-2-3-004.png,backend/uploads/products/2817-3-1-2-3-004.png
2820_2-1-2.   #1,.png,.png,2820/2-1-2,2820212,exact-normalise,100,2820212,meubles\2820_2-1-2.   #1,2820-2-1-2-001.png,backend/uploads/products/2820-2-1-2-001.png
2820_2-1-2.   #2,.png,.png,2820/2-1-2,2820212,exact-normalise,100,2820212,meubles\2820_2-1-2.   #2,2820-2-1-2-002.png,backend/uploads/products/2820-2-1-2-002.png
2820_2-1-2.   #3,.png,.png,2820/2-1-2,2820212,exact-normalise,100,2820212,meubles\2820_2-1-2.   #3,2820-2-1-2-003.png,backend/uploads/products/2820-2-1-2-003.png
2820_2-1-2.   #4,.png,.png,2820/2-1-2,2820212,exact-normalise,100,2820212,meubles\2820_2-1-2.   #4,2820-2-1-2-004.png,backend/uploads/products/2820-2-1-2-004.png
2829.jpg,.jpg,.jpg,2829,2829,exact-normalise,100,2829,meubles\2829.jpg,2829-001.jpg,backend/uploads/products/2829-001.jpg
2831_2-2.  #1,.jpg,.jpg,2831/2-2,283122,exact-normalise,100,283122,meubles\2831_2-2.  #1,2831-2-2-001.jpg,backend/uploads/products/2831-2-2-001.jpg
2831_2-2.  #2,.jpg,.jpg,2831/2-2,283122,exact-normalise,100,283122,meubles\2831_2-2.  #2,2831-2-2-002.jpg,backend/uploads/products/2831-2-2-002.jpg
2831_2-2.  #3,.jpg,.jpg,2831/2-2,283122,exact-normalise,100,283122,meubles\2831_2-2.  #3,2831-2-2-003.jpg,backend/uploads/products/2831-2-2-003.jpg
2831_2-2.  #4,.png,.png,2831/2-2,283122,exact-normalise,100,283122,meubles\2831_2-2.  #4,2831-2-2-004.png,backend/uploads/products/2831-2-2-004.png
2833_2-2.    #1,.jpg,.jpg,2833/2-2,283322,exact-normalise,100,283322,meubles\2833_2-2.    #1,2833-2-2-001.jpg,backend/uploads/products/2833-2-2-001.jpg
2833_2-2.    #2,.jpg,.jpg,2833/2-2,283322,exact-normalise,100,283322,meubles\2833_2-2.    #2,2833-2-2-002.jpg,backend/uploads/products/2833-2-2-002.jpg
2833_2-2.    #3,.jpg,.jpg,2833/2-2,283322,exact-normalise,100,283322,meubles\2833_2-2.    #3,2833-2-2-003.jpg,backend/uploads/products/2833-2-2-003.jpg
2833_2-2.    #4,.jpg,.jpg,2833/2-2,283322,exact-normalise,100,283322,meubles\2833_2-2.    #4,2833-2-2-004.jpg,backend/uploads/products/2833-2-2-004.jpg
2835.   #1,.jpg,.jpg,2835,2835,exact-normalise,100,2835,meubles\2835.   #1,2835-001.jpg,backend/uploads/products/2835-001.jpg
2835.   #2,.jpg,.jpg,2835,2835,exact-normalise,100,2835,meubles\2835.   #2,2835-002.jpg,backend/uploads/products/2835-002.jpg
2835.   #3,.jpg,.jpg,2835,2835,exact-normalise,100,2835,meubles\2835.   #3,2835-003.jpg,backend/uploads/products/2835-003.jpg
2835.   #4,.jpg,.jpg,2835,2835,exact-normalise,100,2835,meubles\2835.   #4,2835-004.jpg,backend/uploads/products/2835-004.jpg
2844.jpg,.jpg,.jpg,2844,2844,exact-normalise,100,2844,meubles\2844.jpg,2844-001.jpg,backend/uploads/products/2844-001.jpg
2845.jpg,.jpg,.jpg,2845,2845,exact-normalise,100,2845,meubles\2845.jpg,2845-001.jpg,backend/uploads/products/2845-001.jpg
2846.png,.png,.png,2846,2846,exact-normalise,100,2846,meubles\2846.png,2846-001.png,backend/uploads/products/2846-001.png
2847.png,.png,.png,2847,2847,exact-normalise,100,2847,meubles\2847.png,2847-001.png,backend/uploads/products/2847-001.png
2848.png,.png,.png,2848,2848,exact-normalise,100,2848,meubles\2848.png,2848-001.png,backend/uploads/products/2848-001.png
2858.   #1,.jpg,.jpg,2858,2858,exact-normalise,100,2858,meubles\2858.   #1,2858-001.jpg,backend/uploads/products/2858-001.jpg
2858.   #2,.jpg,.jpg,2858,2858,exact-normalise,100,2858,meubles\2858.   #2,2858-002.jpg,backend/uploads/products/2858-002.jpg
2858.   #3,.jpg,.jpg,2858,2858,exact-normalise,100,2858,meubles\2858.   #3,2858-003.jpg,backend/uploads/products/2858-003.jpg
2858.   #4,.jpg,.jpg,2858,2858,exact-normalise,100,2858,meubles\2858.   #4,2858-004.jpg,backend/uploads/products/2858-004.jpg
2863.   #1,.png,.png,2863,2863,exact-normalise,100,2863,meubles\2863.   #1,2863-001.png,backend/uploads/products/2863-001.png
2863.   #2,.png,.png,2863,2863,exact-normalise,100,2863,meubles\2863.   #2,2863-002.png,backend/uploads/products/2863-002.png
2863.   #3,.png,.png,2863,2863,exact-normalise,100,2863,meubles\2863.   #3,2863-003.png,backend/uploads/products/2863-003.png
2863.   #4,.png,.png,2863,2863,exact-normalise,100,2863,meubles\2863.   #4,2863-004.png,backend/uploads/products/2863-004.png
2864(1).   #1,.jpg,.jpg,2864,2864,numero-principal-unique,88,28641,meubles\2864(1).   #1,2864-001.jpg,backend/uploads/products/2864-001.jpg
2864(1).   #2,.jpg,.jpg,2864,2864,numero-principal-unique,88,28641,meubles\2864(1).   #2,2864-002.jpg,backend/uploads/products/2864-002.jpg
2864(1).   #3,.jpg,.jpg,2864,2864,numero-principal-unique,88,28641,meubles\2864(1).   #3,2864-003.jpg,backend/uploads/products/2864-003.jpg
2864(1).   #4,.jpg,.jpg,2864,2864,numero-principal-unique,88,28641,meubles\2864(1).   #4,2864-004.jpg,backend/uploads/products/2864-004.jpg
2864.   #1,.jpg,.jpg,2864,2864,exact-normalise,100,2864,meubles\2864.   #1,2864-005.jpg,backend/uploads/products/2864-005.jpg
2864.   #2,.jpg,.jpg,2864,2864,exact-normalise,100,2864,meubles\2864.   #2,2864-006.jpg,backend/uploads/products/2864-006.jpg
2864.   #3,.jpg,.jpg,2864,2864,exact-normalise,100,2864,meubles\2864.   #3,2864-007.jpg,backend/uploads/products/2864-007.jpg
2864.   #4,.jpg,.jpg,2864,2864,exact-normalise,100,2864,meubles\2864.   #4,2864-008.jpg,backend/uploads/products/2864-008.jpg
2865.   #1,.jpg,.jpg,2865,2865,exact-normalise,100,2865,meubles\2865.   #1,2865-001.jpg,backend/uploads/products/2865-001.jpg
2865.   #2,.jpg,.jpg,2865,2865,exact-normalise,100,2865,meubles\2865.   #2,2865-002.jpg,backend/uploads/products/2865-002.jpg
2865.   #3,.jpg,.jpg,2865,2865,exact-normalise,100,2865,meubles\2865.   #3,2865-003.jpg,backend/uploads/products/2865-003.jpg
2865.   #4,.jpg,.jpg,2865,2865,exact-normalise,100,2865,meubles\2865.   #4,2865-004.jpg,backend/uploads/products/2865-004.jpg
2866.    #1,.jpg,.jpg,2866,2866,exact-normalise,100,2866,meubles\2866.    #1,2866-001.jpg,backend/uploads/products/2866-001.jpg
2866.    #2,.jpg,.jpg,2866,2866,exact-normalise,100,2866,meubles\2866.    #2,2866-002.jpg,backend/uploads/products/2866-002.jpg
2866.    #3,.jpg,.jpg,2866,2866,exact-normalise,100,2866,meubles\2866.    #3,2866-003.jpg,backend/uploads/products/2866-003.jpg
2866.    #4,.jpg,.jpg,2866,2866,exact-normalise,100,2866,meubles\2866.    #4,2866-004.jpg,backend/uploads/products/2866-004.jpg
2866.   #1,.jpg,.jpg,2866,2866,exact-normalise,100,2866,meubles\2866.   #1,2866-005.jpg,backend/uploads/products/2866-005.jpg
2866.   #2,.jpg,.jpg,2866,2866,exact-normalise,100,2866,meubles\2866.   #2,2866-006.jpg,backend/uploads/products/2866-006.jpg
2866.   #3,.jpg,.jpg,2866,2866,exact-normalise,100,2866,meubles\2866.   #3,2866-007.jpg,backend/uploads/products/2866-007.jpg
2866.   #4,.jpg,.jpg,2866,2866,exact-normalise,100,2866,meubles\2866.   #4,2866-008.jpg,backend/uploads/products/2866-008.jpg
2868.   #1,.jpg,.jpg,2868,2868,exact-normalise,100,2868,meubles\2868.   #1,2868-001.jpg,backend/uploads/products/2868-001.jpg
2868.   #2,.jpg,.jpg,2868,2868,exact-normalise,100,2868,meubles\2868.   #2,2868-002.jpg,backend/uploads/products/2868-002.jpg
2868.   #3,.jpg,.jpg,2868,2868,exact-normalise,100,2868,meubles\2868.   #3,2868-003.jpg,backend/uploads/products/2868-003.jpg
2868.   #4,.jpg,.jpg,2868,2868,exact-normalise,100,2868,meubles\2868.   #4,2868-004.jpg,backend/uploads/products/2868-004.jpg
2868.jpg,.jpg,.jpg,2868,2868,exact-normalise,100,2868,meubles\2868.jpg,2868-005.jpg,backend/uploads/products/2868-005.jpg
2880_2-1-2.jpg,.jpg,.jpg,2880/2-1-2,2880212,exact-normalise,100,2880212,meubles\2880_2-1-2.jpg,2880-2-1-2-001.jpg,backend/uploads/products/2880-2-1-2-001.jpg
2884_2-1-2.jpg,.jpg,.jpg,2884/2-1-2,2884212,exact-normalise,100,2884212,meubles\2884_2-1-2.jpg,2884-2-1-2-001.jpg,backend/uploads/products/2884-2-1-2-001.jpg
2886_2-1-2.jpg,.jpg,.jpg,2886/2-1-2,2886212,exact-normalise,100,2886212,meubles\2886_2-1-2.jpg,2886-2-1-2-001.jpg,backend/uploads/products/2886-2-1-2-001.jpg
2890_2-1-2.jpg,.jpg,.jpg,2890/2-1-2,2890212,exact-normalise,100,2890212,meubles\2890_2-1-2.jpg,2890-2-1-2-001.jpg,backend/uploads/products/2890-2-1-2-001.jpg
2924.jpg,.jpg,.jpg,2924,2924,exact-normalise,100,2924,meubles\2924.jpg,2924-001.jpg,backend/uploads/products/2924-001.jpg
2925.jpg,.jpg,.jpg,2925,2925,exact-normalise,100,2925,meubles\2925.jpg,2925-001.jpg,backend/uploads/products/2925-001.jpg
2941_3-1-2-3.jpg,.jpg,.jpg,2941/3-1-2-3,29413123,exact-normalise,100,29413123,meubles\2941_3-1-2-3.jpg,2941-3-1-2-3-001.jpg,backend/uploads/products/2941-3-1-2-3-001.jpg
3023.jpg,.jpg,.jpg,3023,3023,exact-normalise,100,3023,meubles\3023.jpg,3023-001.jpg,backend/uploads/products/3023-001.jpg
3029_90x35.   #1,.png,.png,3029/90×35,302990x35,exact-normalise,100,302990x35,meubles\3029_90x35.   #1,3029-90-35-001.png,backend/uploads/products/3029-90-35-001.png
3029_90x35.   #2,.png,.png,3029/90×35,302990x35,exact-normalise,100,302990x35,meubles\3029_90x35.   #2,3029-90-35-002.png,backend/uploads/products/3029-90-35-002.png
3029_90x35.   #3,.png,.png,3029/90×35,302990x35,exact-normalise,100,302990x35,meubles\3029_90x35.   #3,3029-90-35-003.png,backend/uploads/products/3029-90-35-003.png
3029_90x35.   #4,.png,.png,3029/90×35,302990x35,exact-normalise,100,302990x35,meubles\3029_90x35.   #4,3029-90-35-004.png,backend/uploads/products/3029-90-35-004.png
3030.jpg,.jpg,.jpg,3030,3030,exact-normalise,100,3030,meubles\3030.jpg,3030-001.jpg,backend/uploads/products/3030-001.jpg
3073_74_75.png,.png,.png,3073/74/75,30737475,exact-normalise,100,30737475,meubles\3073_74_75.png,3073-74-75-001.png,backend/uploads/products/3073-74-75-001.png
3076_77.jpg,.jpg,.jpg,3076/77,307677,exact-normalise,100,307677,meubles\3076_77.jpg,3076-77-001.jpg,backend/uploads/products/3076-77-001.jpg
3080.jpg,.jpg,.jpg,3080,3080,exact-normalise,100,3080,meubles\3080.jpg,3080-001.jpg,backend/uploads/products/3080-001.jpg
3085.jpg,.jpg,.jpg,3085,3085,exact-normalise,100,3085,meubles\3085.jpg,3085-001.jpg,backend/uploads/products/3085-001.jpg
3119_20_21.png,.png,.png,3119/20/21,31192021,exact-normalise,100,31192021,meubles\3119_20_21.png,3119-20-21-001.png,backend/uploads/products/3119-20-21-001.png
3125.jpg,.jpg,.jpg,3125,3125,exact-normalise,100,3125,meubles\3125.jpg,3125-001.jpg,backend/uploads/products/3125-001.jpg
3126.jpg,.jpg,.jpg,3126,3126,exact-normalise,100,3126,meubles\3126.jpg,3126-001.jpg,backend/uploads/products/3126-001.jpg
3128.png,.png,.png,3128,3128,exact-normalise,100,3128,meubles\3128.png,3128-001.png,backend/uploads/products/3128-001.png
3130.png,.png,.png,3130,3130,exact-normalise,100,3130,meubles\3130.png,3130-001.png,backend/uploads/products/3130-001.png
3133.png,.png,.png,3133,3133,exact-normalise,100,3133,meubles\3133.png,3133-001.png,backend/uploads/products/3133-001.png
3135.png,.png,.png,3135,3135,exact-normalise,100,3135,meubles\3135.png,3135-001.png,backend/uploads/products/3135-001.png
3136.jpg,.jpg,.jpg,3136,3136,exact-normalise,100,3136,meubles\3136.jpg,3136-001.jpg,backend/uploads/products/3136-001.jpg
3138.jpg,.jpg,.jpg,3138,3138,exact-normalise,100,3138,meubles\3138.jpg,3138-001.jpg,backend/uploads/products/3138-001.jpg
3141.jpg,.jpg,.jpg,3141,3141,exact-normalise,100,3141,meubles\3141.jpg,3141-001.jpg,backend/uploads/products/3141-001.jpg
3143.jpg,.jpg,.jpg,3143,3143,exact-normalise,100,3143,meubles\3143.jpg,3143-001.jpg,backend/uploads/products/3143-001.jpg
3144.jpg,.jpg,.jpg,3144,3144,exact-normalise,100,3144,meubles\3144.jpg,3144-001.jpg,backend/uploads/products/3144-001.jpg
3147.jpg,.jpg,.jpg,3147,3147,exact-normalise,100,3147,meubles\3147.jpg,3147-001.jpg,backend/uploads/products/3147-001.jpg
3148.jpg,.jpg,.jpg,3148,3148,exact-normalise,100,3148,meubles\3148.jpg,3148-001.jpg,backend/uploads/products/3148-001.jpg
3150.jpg,.jpg,.jpg,3150,3150,exact-normalise,100,3150,meubles\3150.jpg,3150-001.jpg,backend/uploads/products/3150-001.jpg
3153.jpg,.jpg,.jpg,3153,3153,exact-normalise,100,3153,meubles\3153.jpg,3153-001.jpg,backend/uploads/products/3153-001.jpg
3159.jpg,.jpg,.jpg,3159,3159,exact-normalise,100,3159,meubles\3159.jpg,3159-001.jpg,backend/uploads/products/3159-001.jpg
3160.png,.png,.png,3160,3160,exact-normalise,100,3160,meubles\3160.png,3160-001.png,backend/uploads/products/3160-001.png
3161.jpg,.jpg,.jpg,3161,3161,exact-normalise,100,3161,meubles\3161.jpg,3161-001.jpg,backend/uploads/products/3161-001.jpg
3180.jpg,.jpg,.jpg,3180,3180,exact-normalise,100,3180,meubles\3180.jpg,3180-001.jpg,backend/uploads/products/3180-001.jpg
3202_03_04.jpg,.jpg,.jpg,3202/03/04,32020304,exact-normalise,100,32020304,meubles\3202_03_04.jpg,3202-03-04-001.jpg,backend/uploads/products/3202-03-04-001.jpg
3206.jpg,.jpg,.jpg,3206,3206,exact-normalise,100,3206,meubles\3206.jpg,3206-001.jpg,backend/uploads/products/3206-001.jpg
3207.jpg,.jpg,.jpg,3207,3207,exact-normalise,100,3207,meubles\3207.jpg,3207-001.jpg,backend/uploads/products/3207-001.jpg
3208.jpg,.jpg,.jpg,3208,3208,exact-normalise,100,3208,meubles\3208.jpg,3208-001.jpg,backend/uploads/products/3208-001.jpg
3209.jpg,.jpg,.jpg,3209,3209,exact-normalise,100,3209,meubles\3209.jpg,3209-001.jpg,backend/uploads/products/3209-001.jpg
3237.jpg,.jpg,.jpg,3237,3237,exact-normalise,100,3237,meubles\3237.jpg,3237-001.jpg,backend/uploads/products/3237-001.jpg
3250_51_52.jpg,.jpg,.jpg,3250/51/52,32505152,exact-normalise,100,32505152,meubles\3250_51_52.jpg,3250-51-52-001.jpg,backend/uploads/products/3250-51-52-001.jpg
3275.jpg,.jpg,.jpg,3275,3275,exact-normalise,100,3275,meubles\3275.jpg,3275-001.jpg,backend/uploads/products/3275-001.jpg
3286.jpg,.jpg,.jpg,3286,3286,exact-normalise,100,3286,meubles\3286.jpg,3286-001.jpg,backend/uploads/products/3286-001.jpg
3287.jpg,.jpg,.jpg,3287,3287,exact-normalise,100,3287,meubles\3287.jpg,3287-001.jpg,backend/uploads/products/3287-001.jpg
3290.jpg,.jpg,.jpg,3290,3290,exact-normalise,100,3290,meubles\3290.jpg,3290-001.jpg,backend/uploads/products/3290-001.jpg
3294_95.png,.png,.png,3294/95,329495,exact-normalise,100,329495,meubles\3294_95.png,3294-95-001.png,backend/uploads/products/3294-95-001.png
3373.jpg,.jpg,.jpg,3373,3373,exact-normalise,100,3373,meubles\3373.jpg,3373-001.jpg,backend/uploads/products/3373-001.jpg
3374.jpg,.jpg,.jpg,3374,3374,exact-normalise,100,3374,meubles\3374.jpg,3374-001.jpg,backend/uploads/products/3374-001.jpg
3415.   #1,.jpg,.jpg,3415,3415,exact-normalise,100,3415,meubles\3415.   #1,3415-001.jpg,backend/uploads/products/3415-001.jpg
3415.   #2,.jpg,.jpg,3415,3415,exact-normalise,100,3415,meubles\3415.   #2,3415-002.jpg,backend/uploads/products/3415-002.jpg
3415.   #3,.png,.png,3415,3415,exact-normalise,100,3415,meubles\3415.   #3,3415-003.png,backend/uploads/products/3415-003.png
3415.   #4,.png,.png,3415,3415,exact-normalise,100,3415,meubles\3415.   #4,3415-004.png,backend/uploads/products/3415-004.png
3417.   #1,.jpg,.jpg,3417,3417,exact-normalise,100,3417,meubles\3417.   #1,3417-001.jpg,backend/uploads/products/3417-001.jpg
3417.   #2,.jpg,.jpg,3417,3417,exact-normalise,100,3417,meubles\3417.   #2,3417-002.jpg,backend/uploads/products/3417-002.jpg
3417.   #3,.jpg,.jpg,3417,3417,exact-normalise,100,3417,meubles\3417.   #3,3417-003.jpg,backend/uploads/products/3417-003.jpg
3417.   #4,.jpg,.jpg,3417,3417,exact-normalise,100,3417,meubles\3417.   #4,3417-004.jpg,backend/uploads/products/3417-004.jpg
3418.    #1,.jpg,.jpg,3418,3418,exact-normalise,100,3418,meubles\3418.    #1,3418-001.jpg,backend/uploads/products/3418-001.jpg
3418.    #2,.jpg,.jpg,3418,3418,exact-normalise,100,3418,meubles\3418.    #2,3418-002.jpg,backend/uploads/products/3418-002.jpg
3418.    #3,.jpg,.jpg,3418,3418,exact-normalise,100,3418,meubles\3418.    #3,3418-003.jpg,backend/uploads/products/3418-003.jpg
3418.    #4,.jpg,.jpg,3418,3418,exact-normalise,100,3418,meubles\3418.    #4,3418-004.jpg,backend/uploads/products/3418-004.jpg
3431_32.jpg,.jpg,.jpg,3431/32,343132,exact-normalise,100,343132,meubles\3431_32.jpg,3431-32-001.jpg,backend/uploads/products/3431-32-001.jpg
3433_34.jpg,.jpg,.jpg,3433/34,343334,exact-normalise,100,343334,meubles\3433_34.jpg,3433-34-001.jpg,backend/uploads/products/3433-34-001.jpg
3439_40.jpg,.jpg,.jpg,3439/40,343940,exact-normalise,100,343940,meubles\3439_40.jpg,3439-40-001.jpg,backend/uploads/products/3439-40-001.jpg
3471.jpg,.jpg,.jpg,3471,3471,exact-normalise,100,3471,meubles\3471.jpg,3471-001.jpg,backend/uploads/products/3471-001.jpg
3730_31_32.png,.png,.png,3730/31/32,37303132,exact-normalise,100,37303132,meubles\3730_31_32.png,3730-31-32-001.png,backend/uploads/products/3730-31-32-001.png
3751_52_53.jpg,.jpg,.jpg,3751/52/53,37515253,exact-normalise,100,37515253,meubles\3751_52_53.jpg,3751-52-53-001.jpg,backend/uploads/products/3751-52-53-001.jpg
3780.jpg,.jpg,.jpg,3780,3780,exact-normalise,100,3780,meubles\3780.jpg,3780-001.jpg,backend/uploads/products/3780-001.jpg
3790_.png,.png,.png,3790.,3790,exact-normalise,100,3790,meubles\3790_.png,3790-001.png,backend/uploads/products/3790-001.png
3900.jpg,.jpg,.jpg,3900,3900,exact-normalise,100,3900,meubles\3900.jpg,3900-001.jpg,backend/uploads/products/3900-001.jpg
3901.png,.png,.png,3901,3901,exact-normalise,100,3901,meubles\3901.png,3901-001.png,backend/uploads/products/3901-001.png
3954_.png,.png,.png,3954.,3954,exact-normalise,100,3954,meubles\3954_.png,3954-001.png,backend/uploads/products/3954-001.png
4444.png,.png,.png,4444,4444,exact-normalise,100,4444,meubles\4444.png,4444-001.png,backend/uploads/products/4444-001.png
5021_50.  #1,.png,.png,5021/50,502150,exact-normalise,100,502150,meubles\5021_50.  #1,5021-50-001.png,backend/uploads/products/5021-50-001.png
5021_50.  #2,.png,.png,5021/50,502150,exact-normalise,100,502150,meubles\5021_50.  #2,5021-50-002.png,backend/uploads/products/5021-50-002.png
5021_50.  #3,.png,.png,5021/50,502150,exact-normalise,100,502150,meubles\5021_50.  #3,5021-50-003.png,backend/uploads/products/5021-50-003.png
5021_50.  #4,.png,.png,5021/50,502150,exact-normalise,100,502150,meubles\5021_50.  #4,5021-50-004.png,backend/uploads/products/5021-50-004.png
555.jpg,.jpg,.jpg,555,555,exact-normalise,100,555,meubles\555.jpg,555-001.jpg,backend/uploads/products/555-001.jpg
5585.  #1,.jpg,.jpg,5585,5585,exact-normalise,100,5585,meubles\5585.  #1,5585-001.jpg,backend/uploads/products/5585-001.jpg
5585. #2,.jpg,.jpg,5585,5585,exact-normalise,100,5585,meubles\5585. #2,5585-002.jpg,backend/uploads/products/5585-002.jpg
5585. #3,.jpg,.jpg,5585,5585,exact-normalise,100,5585,meubles\5585. #3,5585-003.jpg,backend/uploads/products/5585-003.jpg
